"fecha";"region";"servicio.salud";"carga.estimada";"carga.liminf";"carga.lisup"
"2020-06-09";10;101012;1.93396683014972;0.403329891584925;4.04338216313888
"2020-06-10";10;101012;2.41392940113578;0.403329891584925;5.64661848218895
"2020-06-11";10;101012;2.41392940113578;0.796576535880227;4.43662880743418
"2020-06-12";10;101012;2.64181078988126;0.403329891584925;5.6667849767682
"2020-06-13";10;101012;2.97657459989675;0.80665978316985;6.04994837377388
"2020-06-14";10;101012;2.76482640681466;0.80665978316985;5.24328859060403
"2020-06-15";10;101012;2.14974832214765;0.403329891584925;4.43662880743418
"2020-06-16";10;101012;2.15176497160558;0.403329891584925;4.8399586990191
"2020-06-17";10;101012;1.35518843572535;0;3.23672237996903
"2020-06-18";10;101012;1.11520715023232;0;2.82330924109448
"2020-06-19";10;101012;0.921608802271554;0;2.82330924109448
"2020-06-20";10;101012;0.988158234383067;0;2.43006259679918
"2020-06-21";10;101012;0.8106930820857;0;2.01664945792463
"2020-06-22";10;101012;0.734060402684564;0;2.02673270521425
"2020-06-23";10;101012;0.859092669075891;0;2.02673270521425
"2020-06-24";10;101012;0.937741997934951;0;2.41997934950955
"2020-06-25";10;101012;1.14545689210119;0;2.82330924109448
"2020-06-26";10;101012;1.37737157976252;0.393246644295302;3.2266391326794
"2020-06-27";10;101012;1.54475348477026;0;3.64005227155395
"2020-06-28";10;101012;1.64356930820857;0.403329891584925;3.62996902426433
"2020-06-29";10;101012;1.60726961796593;0;3.23672237996903
"2020-06-30";10;101012;1.79683466701084;0.403329891584925;3.62996902426433
"2020-07-01";10;101012;2.15983156943727;0.796576535880227;4.04338216313888
"2020-07-02";10;101012;2.09731543624161;0.403329891584925;4.8399586990191
"2020-07-03";10;101012;2.69021037687145;0.80665978316985;5.24328859060403
"2020-07-04";10;101012;2.41392940113578;0.403329891584925;4.85004194630873
"2020-07-05";10;101012;2.32318017552917;0.403329891584925;4.4467120547238
"2020-07-06";10;101012;2.77692630356221;0.796576535880227;5.25337183789365
"2020-07-07";10;101012;3.1116901135777;1.19990642746515;5.65670172947858
"2020-07-08";10;101012;3.60375258131131;1.20998967475478;6.4532782653588
"2020-07-09";10;101012;3.27302207021167;1.19990642746515;6.86669140423335
"2020-07-10";10;101012;3.86793366029943;1.6133195663397;7.25993804852865
"2020-07-11";10;101012;4.33579633453795;1.60323631905008;8.46992772328343
"2020-07-12";10;101012;3.38797108931337;1.20998967475478;6.4532782653588
"2020-07-13";10;101012;4.06354865771812;1.60323631905008;8.08676432627775
"2020-07-14";10;101012;4.93070792462571;2.41997934950955;9.27658750645328
"2020-07-15";10;101012;6.8707247031492;3.21655588538978;12.0998967475478
"2020-07-16";10;101012;4.86214184305627;2.01664945792463;8.89342410944761
"2020-07-17";10;101012;5.05574019101704;2.40989610221993;8.48001097057305
"2020-07-18";10;101012;4.47897844605059;1.6133195663397;7.68343443469283
"2020-07-19";10;101012;4.13413138874548;1.6133195663397;7.2801045431079
"2020-07-20";10;101012;4.37209602478059;1.6133195663397;7.66326794011358
"2020-07-21";10;101012;5.3884873515746;2.41997934950955;8.46992772328343
"2020-07-22";10;101012;6.38067888487352;2.41997934950955;10.889907072793
"2020-07-23";10;101012;6.38672883324729;2.81322599380485;11.2932369643779
"2020-07-24";10;101012;6.23548012390294;2.81322599380485;10.0832472896231
"2020-07-25";10;101012;6.25766326794011;3.21655588538978;10.4865771812081
"2020-07-26";10;101012;7.56848541559112;4.03329891584925;12.1099799948374
"2020-07-27";10;101012;10.5591765616933;4.81979220443986;18.5733415074858
"2020-07-28";10;101012;12.8884066855963;7.25993804852865;19.369918043366
"2020-07-29";10;101012;13.1122547754259;5.64661848218895;24.1997934950955
"2020-07-30";10;101012;20.9086215797625;12.0898135002581;32.6999709602478
"2020-07-31";10;101012;25.3170172947858;11.2932369643779;44.7797012132163
"2020-08-01";10;101012;24.240126484254;8.0665978316985;59.7432401910171
"2020-04-01";13;131013;81.6869916087331;75.2965214150786;88.4980960091152
"2020-04-02";13;131013;69.3026981414136;62.6175269964062;76.0011479630082
"2020-04-03";13;131013;63.4279546126267;57.3103398056173;69.567414984344
"2020-04-04";13;131013;71.4195761960447;65.2732623138308;77.7959110243
"2020-04-05";13;131013;72.1036422124845;64.8427761857644;80.0211602136582
"2020-04-06";13;131013;92.1741477017181;83.8655512578334;99.5579485729706
"2020-04-07";13;131013;78.1137425735789;70.8417395923018;84.3945565992881
"2020-04-08";13;131013;84.8460316032503;78.1257362169479;92.7065797984211
"2020-04-09";13;131013;92.7005829767366;84.3774228230466;100.427487717224
"2020-04-10";13;131013;103.239568742852;95.6792899763126;111.465923060778
"2020-04-11";13;131013;73.7347777106705;67.8968718008027;80.5287483348111
"2020-04-12";13;131013;79.8314036417841;71.3557528795453;88.1597039283465
"2020-04-13";13;131013;120.427744723868;111.196066084975;129.10728742338
"2020-04-14";13;131013;106.288524225018;98.5063630561517;116.10060953409
"2020-04-15";13;131013;142.193637372193;133.375739429531;153.291612588185
"2020-04-16";13;131013;128.011582432739;119.41171179275;138.205322607589
"2020-04-17";13;131013;142.2296183023;133.212968555237;154.122600735896
"2020-04-18";13;131013;153.083865551258;142.636545488034;163.717515431107
"2020-04-19";13;131013;149.578294932257;138.946358430032;158.144754708576
"2020-04-20";13;131013;259.962220023388;247.668735570148;272.005122999096
"2020-04-21";13;131013;204.904115104709;193.847260951696;215.906997862561
"2020-04-22";13;131013;241.312961273382;229.513357920302;253.751226135862
"2020-04-23";13;131013;263.676394368128;252.517594246478;276.393511438937
"2020-04-24";13;131013;327.132619711553;312.946281328039;343.10601095705
"2020-04-25";13;131013;348.590961076344;331.502160997529;365.33708563033
"2020-04-26";13;131013;359.307281426558;342.75048510004;373.689801548037
"2020-04-27";13;131013;552.619968559521;530.547381316474;572.987745066543
"2020-04-28";13;131013;535.1902063335;513.47999845796;553.91356866575
"2020-04-29";13;131013;539.581164839778;518.977798909435;561.062636802495
"2020-04-30";13;131013;655.852683791876;630.942743203245;682.744573947237
"2020-05-01";13;131013;973.892408452092;947.056631413922;1002.06890348115
"2020-05-02";13;131013;911.477488359741;883.755895089888;939.616289081073
"2020-05-03";13;131013;956.739356712371;933.600191898294;986.909794951533
"2020-05-04";13;131013;1331.08409685724;1300.7877253627;1362.80342846863
"2020-05-05";13;131013;1192.36733102884;1159.28415082863;1222.62557987124
"2020-05-06";13;131013;1063.59800734182;1033.10245569848;1091.7685055492
"2020-05-07";13;131013;1106.61235259598;1078.27565675906;1133.15085861636
"2020-05-08";13;131013;1219.53721670372;1187.88470681967;1252.15350150135
"2020-05-09";13;131013;1287.65083077398;1255.98075876928;1322.8217616092
"2020-05-10";13;131013;1454.24853399127;1425.84287470498;1483.08039596157
"2020-05-11";13;131013;1580.76605113576;1547.99599069636;1611.53017472168
"2020-05-12";13;131013;1396.95232955105;1361.67259923669;1428.63568023233
"2020-05-13";13;131013;1280.15094856869;1252.78102605619;1311.27787986653
