codigo_comuna,comuna_residencia,fecha,positividad
08205,curanilahue,2020-05-23,0
08206,los alamos,2020-05-23,0
08207,tirua,2020-05-23,0.14285714285714285
08301,los angeles,2020-05-23,0.10862121329249941
08302,antuco,2020-05-23,0
08303,cabrero,2020-05-23,0.1904761904761905
08304,laja,2020-05-23,0.06838119863329947
08305,mulchen,2020-05-23,0
08306,nacimiento,2020-05-23,0.0968073593073593
08307,negrete,2020-05-23,0.19444444444444445
08309,quilleco,2020-05-23,0
08311,santa barbara,2020-05-23,0.13945578231292519
08312,tucapel,2020-05-23,0.07653061224489797
08313,yumbel,2020-05-23,0.09540816326530611
08314,alto biobio,2020-05-23,0.2619047619047619
09101,temuco,2020-05-23,0.03511508037942953
09102,carahue,2020-05-23,0.16904761904761906
09103,cunco,2020-05-23,0.2762471655328798
09104,curarrehue,2020-05-23,0
09105,freire,2020-05-23,0.19864214460487753
09106,galvarino,2020-05-23,0.03571428571428571
09107,gorbea,2020-05-23,0.04032574568288854
09108,lautaro,2020-05-23,0.05496204278812976
09109,loncoche,2020-05-23,0.04642857142857144
09110,melipeuco,2020-05-23,0.08163265306122448
09111,nueva imperial,2020-05-23,0.029931972789115652
09112,padre las casas,2020-05-23,0.03939143761258068
09114,pitrufquen,2020-05-23,0.10558685012466525
09115,pucon,2020-05-23,0.12738095238095237
09116,saavedra,2020-05-23,0.13010204081632654
09117,teodoro schmidt,2020-05-23,0.07142857142857142
09118,tolten,2020-05-23,0.13605442176870747
09119,vilcun,2020-05-23,0.133078231292517
09120,villarrica,2020-05-23,0.006211180124223599
09121,cholchol,2020-05-23,0.14285714285714285
09201,angol,2020-05-23,0.2004251700680272
09202,collipulli,2020-05-23,0.22470490172353527
09203,curacautin,2020-05-23,0
09204,ercilla,2020-05-23,0
09205,lonquimay,2020-05-23,0.2910714285714286
09206,los sauces,2020-05-23,0
09207,lumaco,2020-05-23,0.07142857142857142
09208,puren,2020-05-23,0
09209,renaico,2020-05-23,0.22380952380952385
09210,traiguen,2020-05-23,0.10584415584415585
09211,victoria,2020-05-23,0.08776844070961719
10101,puerto montt,2020-05-23,0.051163890756687924
10102,calbuco,2020-05-23,0
10104,fresia,2020-05-23,0
10105,frutillar,2020-05-23,0.045404595404595405
10107,llanquihue,2020-05-23,0
10108,maullin,2020-05-23,0.09561824729891957
10109,puerto varas,2020-05-23,0.04098888040064511
10201,castro,2020-05-23,0
10202,ancud,2020-05-23,0.06118697478991597
10208,quellon,2020-05-23,0
10209,quemchi,2020-05-23,0.13690476190476192
10301,osorno,2020-05-23,0.15836601444865936
10302,puerto octay,2020-05-23,0.023809523809523805
10303,purranque,2020-05-23,0.06956646294881588
10305,rio negro,2020-05-23,0.10119047619047619
10306,san juan de la costa,2020-05-23,0
10307,san pablo,2020-05-23,0.05952380952380952
10403,hualaihue,2020-05-23,0
11101,coyhaique,2020-05-23,0.02262644188110027
11201,aisen,2020-05-23,0
11202,cisnes,2020-05-23,0
12101,punta arenas,2020-05-23,0.11443380280628793
12302,primavera,2020-05-23,0
12401,natales,2020-05-23,0.019816023575422084
13101,santiago,2020-05-23,0.5542872135484507
13102,cerrillos,2020-05-23,0.5139967658374978
13103,cerro navia,2020-05-23,0.603120360766365
13104,conchali,2020-05-23,0.603219296798678
13105,el bosque,2020-05-23,0.49814092057655895
13106,estacion central,2020-05-23,0.5082100914925063
13107,huechuraba,2020-05-23,0.5816062545461679
13108,independencia,2020-05-23,0.6226459389628772
13109,la cisterna,2020-05-23,0.4675790121695685
13110,la florida,2020-05-23,0.5113032557157495
13111,la granja,2020-05-23,0.5716296848898974
13112,la pintana,2020-05-23,0.6009109112896429
13113,la reina,2020-05-23,0.5125810121513318
13114,las condes,2020-05-23,0.503439818062754
13115,lo barnechea,2020-05-23,0.44837741632712624
13116,lo espejo,2020-05-23,0.6038776071441544
13117,lo prado,2020-05-23,0.5742366049694568
13118,macul,2020-05-23,0.5092550219227104
13119,maipu,2020-05-23,0.4832734114882883
13120,nunoa,2020-05-23,0.48577375689916796
13121,pedro aguirre cerda,2020-05-23,0.5490064177859532
13122,penalolen,2020-05-23,0.5924987353485687
13123,providencia,2020-05-23,0.43430702491632794
13124,pudahuel,2020-05-23,0.5901364446879235
13125,quilicura,2020-05-23,0.5187949072634677
13126,quinta normal,2020-05-23,0.5713566355191971
13127,recoleta,2020-05-23,0.6400678807580779
13128,renca,2020-05-23,0.589327070348212
13129,san joaquin,2020-05-23,0.499608812236016
13130,san miguel,2020-05-23,0.5385100540792495
13131,san ramon,2020-05-23,0.5813179629686138
13132,vitacura,2020-05-23,0.4703664226966208
13201,puente alto,2020-05-23,0.5012432618451923
13202,pirque,2020-05-23,0.43773170201741635
13203,san jose de maipo,2020-05-23,0.4159119283400575
13301,colina,2020-05-23,0.5828013312383943
13302,lampa,2020-05-23,0.5362380371480989
13303,tiltil,2020-05-23,0.4188055365686945
13401,san bernardo,2020-05-23,0.5004075020188032
13402,buin,2020-05-23,0.5362388076783936
13403,calera de tango,2020-05-23,0.43828408556405013
13404,paine,2020-05-23,0.4655713744383695
13501,melipilla,2020-05-23,0.39155655590181737
13502,alhue,2020-05-23,0.1513605442176871
13503,curacavi,2020-05-23,0.41632446081881025
13504,maria pinto,2020-05-23,0.35181802324659467
13505,san pedro,2020-05-23,0.4590136054421769
13601,talagante,2020-05-23,0.434188823254159
13602,el monte,2020-05-23,0.4690552221701524
13603,isla de maipo,2020-05-23,0.4262550315181895
13604,padre hurtado,2020-05-23,0.5611318886324854
13605,penaflor,2020-05-23,0.5306420629852503
14101,valdivia,2020-05-23,0.05889343690333245
14102,corral,2020-05-23,0.07142857142857142
14103,lanco,2020-05-23,0
14104,los lagos,2020-05-23,0.1357142857142857
14106,mariquina,2020-05-23,0.030158730158730163
14107,paillaco,2020-05-23,0.19299873059271558
14108,panguipulli,2020-05-23,0.03214285714285714
14201,la union,2020-05-23,0.00714285714285715
14202,futrono,2020-05-23,0.2628324056895486
14203,lago ranco,2020-05-23,0
14204,rio bueno,2020-05-23,0.053968253968253964
15101,arica,2020-05-23,0.13565877236214
16101,chillan,2020-05-23,0.08918810197301466
16102,bulnes,2020-05-23,0.20526699124054582
16103,chillan viejo,2020-05-23,0.21052462943219247
16104,el carmen,2020-05-23,0.09523809523809525
16105,pemuco,2020-05-23,0
16107,quillon,2020-05-23,0.046952114179004946
16108,san ignacio,2020-05-23,0.06547619047619048
16109,yungay,2020-05-23,0.010204081632653057
16201,quirihue,2020-05-23,0
16203,coelemu,2020-05-23,0.056122448979591844
16204,ninhue,2020-05-23,0.03571428571428571
16206,ranquil,2020-05-23,0
16207,treguaco,2020-05-23,0
16301,san carlos,2020-05-23,0.07661564625850341
16302,coihueco,2020-05-23,0.09999999999999999
16303,niquen,2020-05-23,0.33333333333333337
16305,san nicolas,2020-05-23,0.11904761904761904
01101,iquique,2020-05-24,0.3797908912361684
01107,alto hospicio,2020-05-24,0.46630937468497446
01401,pozo almonte,2020-05-24,0.41114718614718615
01405,pica,2020-05-24,0.2192307692307692
02101,antofagasta,2020-05-24,0.20441263539710378
02102,mejillones,2020-05-24,0.2816849816849817
02104,taltal,2020-05-24,0.07573820041850733
02201,calama,2020-05-24,0.3414483951881886
02301,tocopilla,2020-05-24,0.09999999999999999
02302,maria elena,2020-05-24,0.3640692640692641
03101,copiapo,2020-05-24,0.05439435363712037
03102,caldera,2020-05-24,0.03571428571428571
03103,tierra amarilla,2020-05-24,0
03201,chanaral,2020-05-24,0
03202,diego de almagro,2020-05-24,0.18367346938775508
03301,vallenar,2020-05-24,0.05209413228281152
03304,huasco,2020-05-24,0
04101,la serena,2020-05-24,0.13795779581559067
04102,coquimbo,2020-05-24,0.13320205535795218
04103,andacollo,2020-05-24,0.028571428571428564
04104,la higuera,2020-05-24,0
04201,illapel,2020-05-24,0.020408163265306128
04204,salamanca,2020-05-24,0.05532879818594105
04301,ovalle,2020-05-24,0.1451660196892995
04303,monte patria,2020-05-24,0.19944341372912802
05101,valparaiso,2020-05-24,0.23506464432269011
05102,casablanca,2020-05-24,0.07835497835497833
05103,con con,2020-05-24,0.2747732426303855
05107,quintero,2020-05-24,0.416468253968254
05109,vina del mar,2020-05-24,0.28910720386271854
05201,isla de pascua,2020-05-24,0
05301,los andes,2020-05-24,0.23721985138430263
05302,calle larga,2020-05-24,0.20981875267589553
05303,rinconada,2020-05-24,0.15664811379097093
05304,san esteban,2020-05-24,0.0314935064935065
05401,la ligua,2020-05-24,0.31734693877551023
05402,cabildo,2020-05-24,0.455952380952381
05404,petorca,2020-05-24,0.16666666666666666
05501,quillota,2020-05-24,0.19905174190888478
05502,calera,2020-05-24,0.16406926406926406
05504,la cruz,2020-05-24,0.09795918367346937
05506,nogales,2020-05-24,0.23214285714285715
05601,san antonio,2020-05-24,0.2989710617589542
05602,algarrobo,2020-05-24,0.2668067226890756
05603,cartagena,2020-05-24,0.3305194805194805
05604,el quisco,2020-05-24,0.24662592309651135
05605,el tabo,2020-05-24,0.21512951334379907
05606,santo domingo,2020-05-24,0.17912087912087912
05701,san felipe,2020-05-24,0.1359419926650943
05702,catemu,2020-05-24,0.07158521303258146
05703,llaillay,2020-05-24,0.22545972751595506
05704,panquehue,2020-05-24,0.125
05705,putaendo,2020-05-24,0.06753246753246753
05706,santa maria,2020-05-24,0.07937598116169545
05801,quilpue,2020-05-24,0.20939030549208978
05802,limache,2020-05-24,0.16378596893302774
05804,villa alemana,2020-05-24,0.20478045141704612
06101,rancagua,2020-05-24,0.2778867737388188
06104,coltauco,2020-05-24,0.10930735930735931
06105,donihue,2020-05-24,0.2574229691876751
06106,graneros,2020-05-24,0.18631897203325773
06108,machali,2020-05-24,0.17614409400123687
06113,pichidegua,2020-05-24,0.08479853479853479
06115,rengo,2020-05-24,0.1609702466845324
06117,san vicente,2020-05-24,0.11799719887955183
06202,la estrella,2020-05-24,0
06204,marchihue,2020-05-24,0.14285714285714285
06301,san fernando,2020-05-24,0.39956709956709957
06303,chimbarongo,2020-05-24,0.3112244897959184
06305,nancagua,2020-05-24,0.09999999999999999
06308,placilla,2020-05-24,0.10714285714285714
07101,talca,2020-05-24,0.10875390101015854
07102,constitucion,2020-05-24,0.09404761904761905
07104,empedrado,2020-05-24,0
07105,maule,2020-05-24,0.09236859199913387
07106,pelarco,2020-05-24,0.11904761904761905
07107,pencahue,2020-05-24,0.1326530612244898
07109,san clemente,2020-05-24,0.08728691476590637
07110,san rafael,2020-05-24,0.16565038136466706
07201,cauquenes,2020-05-24,0.10032320620555914
07203,pelluhue,2020-05-24,0
07301,curico,2020-05-24,0.19276476329035214
07302,hualane,2020-05-24,0.17857142857142858
07303,licanten,2020-05-24,0
07304,molina,2020-05-24,0.11433906896091771
07305,rauco,2020-05-24,0.21428571428571427
07306,romeral,2020-05-24,0.2619047619047619
07307,sagrada familia,2020-05-24,0.14285714285714285
07308,teno,2020-05-24,0.04818594104308392
07401,linares,2020-05-24,0.10646076108963488
07402,colbun,2020-05-24,0.32467532467532473
07403,longavi,2020-05-24,0.225
07404,parral,2020-05-24,0.30428794780851387
07406,san javier,2020-05-24,0.11872082166199814
07407,villa alegre,2020-05-24,0.05357142857142857
07408,yerbas buenas,2020-05-24,0.2764378478664193
08101,concepcion,2020-05-24,0.08067840021314628
08102,coronel,2020-05-24,0.07180901877745734
08103,chiguayante,2020-05-24,0.05082927276804827
08104,florida,2020-05-24,0.01587301587301588
08105,hualqui,2020-05-24,0.09404761904761905
08106,lota,2020-05-24,0.061774594895429455
08107,penco,2020-05-24,0.03232038429406852
08108,san pedro de la paz,2020-05-24,0.13907144659286907
08109,santa juana,2020-05-24,0
08110,talcahuano,2020-05-24,0.06430877205415039
08111,tome,2020-05-24,0.03065284469225355
08112,hualpen,2020-05-24,0.09453627604888112
08201,lebu,2020-05-24,0
08202,arauco,2020-05-24,0.13641369523722466
08203,canete,2020-05-24,0.03759398496240602
08204,contulmo,2020-05-24,0
08205,curanilahue,2020-05-24,0
08206,los alamos,2020-05-24,0
08301,los angeles,2020-05-24,0.10814021281149891
08303,cabrero,2020-05-24,0.11904761904761905
08304,laja,2020-05-24,0.09219072244282327
08305,mulchen,2020-05-24,0.01587301587301588
08306,nacimiento,2020-05-24,0.0968073593073593
08307,negrete,2020-05-24,0.19444444444444445
08308,quilaco,2020-05-24,0
08309,quilleco,2020-05-24,0
08311,santa barbara,2020-05-24,0.09183673469387756
08312,tucapel,2020-05-24,0.07653061224489797
08313,yumbel,2020-05-24,0.16683673469387753
08314,alto biobio,2020-05-24,0.3190476190476191
09101,temuco,2020-05-24,0.03573200731214594
09102,carahue,2020-05-24,0.18003663003663004
09103,cunco,2020-05-24,0.2267966160823304
09104,curarrehue,2020-05-24,0
09105,freire,2020-05-24,0.2254278588905918
09106,galvarino,2020-05-24,0.03571428571428571
09107,gorbea,2020-05-24,0.03139717425431711
09108,lautaro,2020-05-24,0.06924775707384404
09109,loncoche,2020-05-24,0.07704081632653062
09110,melipeuco,2020-05-24,0.15306122448979592
09111,nueva imperial,2020-05-24,0.009523809523809521
09112,padre las casas,2020-05-24,0.050974449195592256
09114,pitrufquen,2020-05-24,0.12382393219153454
09115,pucon,2020-05-24,0.1130952380952381
09116,saavedra,2020-05-24,0.13010204081632654
09117,teodoro schmidt,2020-05-24,0
09118,tolten,2020-05-24,0.13605442176870747
09119,vilcun,2020-05-24,0.20450680272108843
09120,villarrica,2020-05-24,0.006211180124223599
09121,cholchol,2020-05-24,0.07142857142857142
09201,angol,2020-05-24,0.19328231292517004
09202,collipulli,2020-05-24,0.17708585410448766
09203,curacautin,2020-05-24,0
09204,ercilla,2020-05-24,0
09205,lonquimay,2020-05-24,0.2202380952380953
09208,puren,2020-05-24,0
09209,renaico,2020-05-24,0.22380952380952385
09210,traiguen,2020-05-24,0.10584415584415585
09211,victoria,2020-05-24,0.08776844070961719
10101,puerto montt,2020-05-24,0.0577965438179124
10102,calbuco,2020-05-24,0
10104,fresia,2020-05-24,0
10105,frutillar,2020-05-24,0.045404595404595405
10106,los muermos,2020-05-24,0
10107,llanquihue,2020-05-24,0
10108,maullin,2020-05-24,0.07040816326530612
10109,puerto varas,2020-05-24,0.04098888040064511
10201,castro,2020-05-24,0
10202,ancud,2020-05-24,0.056985294117647065
10203,chonchi,2020-05-24,0
10205,dalcahue,2020-05-24,0.12063492063492064
10206,puqueldon,2020-05-24,0
10207,queilen,2020-05-24,0
10208,quellon,2020-05-24,0
10209,quemchi,2020-05-24,0.13690476190476192
10301,osorno,2020-05-24,0.1559447069426061
10302,puerto octay,2020-05-24,0.023809523809523805
10303,purranque,2020-05-24,0.1316782641910519
10305,rio negro,2020-05-24,0.1488095238095238
10306,san juan de la costa,2020-05-24,0
10307,san pablo,2020-05-24,0.023809523809523805
10403,hualaihue,2020-05-24,0
11101,coyhaique,2020-05-24,0.048600467855126235
11201,aisen,2020-05-24,0
11401,chile chico,2020-05-24,0
12101,punta arenas,2020-05-24,0.13348142185390696
12301,porvenir,2020-05-24,1.586032892321652e-17
12401,natales,2020-05-24,0.019816023575422084
13101,santiago,2020-05-24,0.5526837886328309
13102,cerrillos,2020-05-24,0.5296217658374978
13103,cerro navia,2020-05-24,0.6222275036235079
13104,conchali,2020-05-24,0.5951241791664998
13105,el bosque,2020-05-24,0.5152462865064191
13106,estacion central,2020-05-24,0.5005491958089316
13107,huechuraba,2020-05-24,0.5868083353785007
13108,independencia,2020-05-24,0.6141027030698955
13109,la cisterna,2020-05-24,0.5022707255463296
13110,la florida,2020-05-24,0.5036578534515131
13111,la granja,2020-05-24,0.5628747036074436
13112,la pintana,2020-05-24,0.6127313044261887
13113,la reina,2020-05-24,0.4787356166038087
13114,las condes,2020-05-24,0.4821632223180732
13115,lo barnechea,2020-05-24,0.4614726544223643
13116,lo espejo,2020-05-24,0.5805764348233742
13117,lo prado,2020-05-24,0.6005479712210892
13118,macul,2020-05-24,0.5117493529884701
13119,maipu,2020-05-24,0.4841778958807934
13120,nunoa,2020-05-24,0.49691409089536187
13121,pedro aguirre cerda,2020-05-24,0.5347207035002389
13122,penalolen,2020-05-24,0.5999259885464986
13123,providencia,2020-05-24,0.44751230702917305
13124,pudahuel,2020-05-24,0.5969151561725174
13125,quilicura,2020-05-24,0.530226865939054
13126,quinta normal,2020-05-24,0.5733904507605595
13127,recoleta,2020-05-24,0.6127483931804382
13128,renca,2020-05-24,0.5812861346756973
13129,san joaquin,2020-05-24,0.5184505594612219
13130,san miguel,2020-05-24,0.5339358105887497
13131,san ramon,2020-05-24,0.5643111602475255
13132,vitacura,2020-05-24,0.4439285748302016
13201,puente alto,2020-05-24,0.5101953902215255
13202,pirque,2020-05-24,0.43773170201741635
13203,san jose de maipo,2020-05-24,0.4499255337822343
13301,colina,2020-05-24,0.5947789497031609
13302,lampa,2020-05-24,0.5337430673291854
13303,tiltil,2020-05-24,0.48114319890635676
13401,san bernardo,2020-05-24,0.5029320045433057
13402,buin,2020-05-24,0.5561199308593733
13403,calera de tango,2020-05-24,0.41159648744788063
13404,paine,2020-05-24,0.4923570887240838
13501,melipilla,2020-05-24,0.4446196544194613
13502,alhue,2020-05-24,0.11564625850340138
13503,curacavi,2020-05-24,0.4095217397303749
13504,maria pinto,2020-05-24,0.3701853701853702
13505,san pedro,2020-05-24,0.4590136054421769
13601,talagante,2020-05-24,0.42965367586186876
13602,el monte,2020-05-24,0.43902606765120195
13603,isla de maipo,2020-05-24,0.508794714057872
13604,padre hurtado,2020-05-24,0.5581634285211682
13605,penaflor,2020-05-24,0.5265380958169876
14101,valdivia,2020-05-24,0.022347526673211698
14102,corral,2020-05-24,0.07142857142857142
14103,lanco,2020-05-24,0
14104,los lagos,2020-05-24,0.1616883116883117
14106,mariquina,2020-05-24,0.04285714285714285
14107,paillaco,2020-05-24,0.19299873059271558
14108,panguipulli,2020-05-24,0.03214285714285714
14201,la union,2020-05-24,0.006802721088435382
14202,futrono,2020-05-24,0.27870542156256445
15101,arica,2020-05-24,0.1439226753628851
16101,chillan,2020-05-24,0.09248539512538027
16102,bulnes,2020-05-24,0.18939397536752994
16103,chillan viejo,2020-05-24,0.21752743055264062
16104,el carmen,2020-05-24,0.15238095238095242
16107,quillon,2020-05-24,0.046952114179004946
16108,san ignacio,2020-05-24,0.07908163265306123
16109,yungay,2020-05-24,0.010204081632653057
16201,quirihue,2020-05-24,0
16202,cobquecura,2020-05-24,0
16203,coelemu,2020-05-24,0.03571428571428571
16204,ninhue,2020-05-24,0.03571428571428571
16206,ranquil,2020-05-24,0
16301,san carlos,2020-05-24,0.06768707482993198
16302,coihueco,2020-05-24,0.09999999999999999
16305,san nicolas,2020-05-24,0.11904761904761904
01101,iquique,2020-05-25,0.38274964435767017
01107,alto hospicio,2020-05-25,0.4604370967304846
01401,pozo almonte,2020-05-25,0.42846320346320343
01403,colchane,2020-05-25,0
01404,huara,2020-05-25,0.23015873015873017
01405,pica,2020-05-25,0.2549450549450549
02101,antofagasta,2020-05-25,0.21104719933503846
02102,mejillones,2020-05-25,0.22454212454212455
02104,taltal,2020-05-25,0.10034517239390037
02201,calama,2020-05-25,0.3414483951881886
02203,san pedro de atacama,2020-05-25,0.07142857142857142
02301,tocopilla,2020-05-25,0.10952380952380951
02302,maria elena,2020-05-25,0.3776747062461348
03101,copiapo,2020-05-25,0.056395936283864315
03102,caldera,2020-05-25,0.03571428571428571
03103,tierra amarilla,2020-05-25,0.03571428571428571
03201,chanaral,2020-05-25,0
03202,diego de almagro,2020-05-25,0.19954648526077096
03301,vallenar,2020-05-25,0.05209413228281152
03302,alto del carmen,2020-05-25,0
03304,huasco,2020-05-25,0
04101,la serena,2020-05-25,0.1539313692804533
04102,coquimbo,2020-05-25,0.1432477174584088
04103,andacollo,2020-05-25,0.028571428571428564
04104,la higuera,2020-05-25,0
04105,paiguano,2020-05-25,0.04761904761904762
04106,vicuna,2020-05-25,0.08928571428571429
04201,illapel,2020-05-25,0.056122448979591844
04202,canela,2020-05-25,0.09523809523809525
04203,los vilos,2020-05-25,0.11904761904761905
04204,salamanca,2020-05-25,0.07641723356009071
04301,ovalle,2020-05-25,0.1646938308137493
04302,combarbala,2020-05-25,0.10714285714285714
04303,monte patria,2020-05-25,0.32642754071325497
04304,punitaqui,2020-05-25,0.09285714285714286
04305,rio hurtado,2020-05-25,0.07142857142857142
05101,valparaiso,2020-05-25,0.24357024010939193
05102,casablanca,2020-05-25,0.07835497835497833
05103,con con,2020-05-25,0.2841269841269841
05105,puchuncavi,2020-05-25,0.3452380952380953
05107,quintero,2020-05-25,0.4753968253968254
05109,vina del mar,2020-05-25,0.3035801301299997
05201,isla de pascua,2020-05-25,0
05301,los andes,2020-05-25,0.22599077829324504
05302,calle larga,2020-05-25,0.21793563579277864
05303,rinconada,2020-05-25,0.12181818181818181
05304,san esteban,2020-05-25,0.04404761904761905
05401,la ligua,2020-05-25,0.36099773242630384
05402,cabildo,2020-05-25,0.3607142857142857
05403,papudo,2020-05-25,0.21428571428571427
05404,petorca,2020-05-25,0.13095238095238096
05501,quillota,2020-05-25,0.2216297386248125
05502,calera,2020-05-25,0.15744400527009222
05503,hijuelas,2020-05-25,0.28622448979591836
05504,la cruz,2020-05-25,0.09795918367346937
05506,nogales,2020-05-25,0.14285714285714285
05601,san antonio,2020-05-25,0.3183946206561973
05602,algarrobo,2020-05-25,0.1953781512605042
05603,cartagena,2020-05-25,0.3075602968460111
05604,el quisco,2020-05-25,0.23472116119174943
05605,el tabo,2020-05-25,0.2508437990580848
05606,santo domingo,2020-05-25,0.25054945054945055
05701,san felipe,2020-05-25,0.14483470637708512
05702,catemu,2020-05-25,0.06265664160401004
05703,llaillay,2020-05-25,0.19798720004342757
05704,panquehue,2020-05-25,0.15178571428571427
05705,putaendo,2020-05-25,0.07433518862090291
05706,santa maria,2020-05-25,0.08830455259026689
05801,quilpue,2020-05-25,0.21404146828278744
05802,limache,2020-05-25,0.16454991087344029
05803,olmue,2020-05-25,0.29047619047619044
05804,villa alemana,2020-05-25,0.2317602650816424
06101,rancagua,2020-05-25,0.27799678473991896
06102,codegua,2020-05-25,0.1547619047619048
06103,coinco,2020-05-25,0.32142857142857145
06104,coltauco,2020-05-25,0.0974025974025974
06105,donihue,2020-05-25,0.2773809523809524
06106,graneros,2020-05-25,0.19312169312169317
06107,las cabras,2020-05-25,0.18707482993197283
06108,machali,2020-05-25,0.1679808286951144
06109,malloa,2020-05-25,0.11904761904761905
06110,mostazal,2020-05-25,0.30317460317460315
06111,olivar,2020-05-25,0.20216450216450216
06112,peumo,2020-05-25,0.1476190476190476
06113,pichidegua,2020-05-25,0.10067155067155066
06114,quinta de tilcoco,2020-05-25,0
06115,rengo,2020-05-25,0.1678892536035393
06116,requinoa,2020-05-25,0.162987012987013
06117,san vicente,2020-05-25,0.1463032581453634
06201,pichilemu,2020-05-25,0.21935683364254796
06206,paredones,2020-05-25,0.10714285714285714
06301,san fernando,2020-05-25,0.4590909090909091
06302,chepica,2020-05-25,0.11309523809523811
06303,chimbarongo,2020-05-25,0.26360544217687076
06305,nancagua,2020-05-25,0.16666666666666669
06306,palmilla,2020-05-25,0.17346938775510207
06308,placilla,2020-05-25,0.07142857142857142
06310,santa cruz,2020-05-25,0.14721488595438176
07101,talca,2020-05-25,0.104893626741721
07102,constitucion,2020-05-25,0.09404761904761905
07103,curepto,2020-05-25,0
07104,empedrado,2020-05-25,0
07105,maule,2020-05-25,0.0891032858766849
07106,pelarco,2020-05-25,0.11904761904761905
07107,pencahue,2020-05-25,0.21201814058956917
07108,rio claro,2020-05-25,0.07142857142857142
07109,san clemente,2020-05-25,0.10554088301987463
07110,san rafael,2020-05-25,0.16054834054834055
07201,cauquenes,2020-05-25,0.14234001292824822
07202,chanco,2020-05-25,0
07203,pelluhue,2020-05-25,0
07301,curico,2020-05-25,0.1887900312298794
07302,hualane,2020-05-25,0.2357142857142857
07304,molina,2020-05-25,0.15005335467520342
07306,romeral,2020-05-25,0.22108843537414966
07307,sagrada familia,2020-05-25,0.10714285714285714
07308,teno,2020-05-25,0.04818594104308392
07401,linares,2020-05-25,0.11214333013945647
07402,colbun,2020-05-25,0.38181818181818183
07403,longavi,2020-05-25,0.32023809523809527
07404,parral,2020-05-25,0.3257745912463768
07405,retiro,2020-05-25,0.3228021978021978
07406,san javier,2020-05-25,0.11652864044168391
07407,villa alegre,2020-05-25,0.05357142857142857
07408,yerbas buenas,2020-05-25,0.24990723562152134
08101,concepcion,2020-05-25,0.09066078424133182
08102,coronel,2020-05-25,0.09244393941237795
08103,chiguayante,2020-05-25,0.052361074299849805
08104,florida,2020-05-25,0.03968253968253969
08105,hualqui,2020-05-25,0.09404761904761905
08106,lota,2020-05-25,0.0733201613978925
08107,penco,2020-05-25,0.06803467000835424
08108,san pedro de la paz,2020-05-25,0.14474751717845974
08109,santa juana,2020-05-25,0
08110,talcahuano,2020-05-25,0.07400197739952964
08111,tome,2020-05-25,0.06426629007040482
08112,hualpen,2020-05-25,0.10065872502847295
08201,lebu,2020-05-25,0
08202,arauco,2020-05-25,0.12602408484761426
08203,canete,2020-05-25,0.03759398496240602
08204,contulmo,2020-05-25,0
08205,curanilahue,2020-05-25,0
08206,los alamos,2020-05-25,0
08207,tirua,2020-05-25,0.07142857142857142
08301,los angeles,2020-05-25,0.12385964189726463
08302,antuco,2020-05-25,0
08303,cabrero,2020-05-25,0.13203463203463203
08304,laja,2020-05-25,0.07996765139622282
08305,mulchen,2020-05-25,0.02116402116402118
08306,nacimiento,2020-05-25,0.08670634920634922
08307,negrete,2020-05-25,0.13095238095238096
08309,quilleco,2020-05-25,0
08310,san rosendo,2020-05-25,0.05714285714285713
08311,santa barbara,2020-05-25,0.12040816326530612
08312,tucapel,2020-05-25,0.07653061224489797
08313,yumbel,2020-05-25,0.16683673469387753
08314,alto biobio,2020-05-25,0.37765567765567765
09101,temuco,2020-05-25,0.03618304880796354
09102,carahue,2020-05-25,0.18956043956043955
09103,cunco,2020-05-25,0.19108233036804467
09104,curarrehue,2020-05-25,0
09105,freire,2020-05-25,0.26947547793821086
09106,galvarino,2020-05-25,0.10714285714285714
09107,gorbea,2020-05-25,0.05180533751962324
09108,lautaro,2020-05-25,0.0703815439219166
09109,loncoche,2020-05-25,0.09489795918367348
09110,melipeuco,2020-05-25,0.15306122448979592
09111,nueva imperial,2020-05-25,0.009523809523809521
09112,padre las casas,2020-05-25,0.04128921917137918
09114,pitrufquen,2020-05-25,0.13606883015071822
09115,pucon,2020-05-25,0.10714285714285714
09116,saavedra,2020-05-25,0.15867346938775512
09117,teodoro schmidt,2020-05-25,0.028571428571428564
09118,tolten,2020-05-25,0.13605442176870747
09119,vilcun,2020-05-25,0.25401978973407546
09120,villarrica,2020-05-25,0.025258799171842643
09121,cholchol,2020-05-25,0.07142857142857142
09201,angol,2020-05-25,0.20116046418567426
09202,collipulli,2020-05-25,0.12946680648544
09203,curacautin,2020-05-25,0
09204,ercilla,2020-05-25,0
09205,lonquimay,2020-05-25,0.12500000000000003
09206,los sauces,2020-05-25,0
09207,lumaco,2020-05-25,0.07142857142857142
09208,puren,2020-05-25,0.07142857142857142
09209,renaico,2020-05-25,0.22380952380952385
09210,traiguen,2020-05-25,0.07012987012987014
09211,victoria,2020-05-25,0.10974646268763917
10101,puerto montt,2020-05-25,0.048857609713716145
10102,calbuco,2020-05-25,0
10103,cochamo,2020-05-25,0
10104,fresia,2020-05-25,0
10105,frutillar,2020-05-25,0.03588078588078588
10106,los muermos,2020-05-25,0
10107,llanquihue,2020-05-25,0
10108,maullin,2020-05-25,0.034693877551020415
10109,puerto varas,2020-05-25,0.042515131926896634
10201,castro,2020-05-25,0
10202,ancud,2020-05-25,0.04017857142857143
10203,chonchi,2020-05-25,0
