codigo_comuna,comuna_residencia,fecha,positividad
10205,dalcahue,2020-05-25,0.12063492063492064
10206,puqueldon,2020-05-25,0
10207,queilen,2020-05-25,0
10208,quellon,2020-05-25,0
10209,quemchi,2020-05-25,0.13690476190476192
10301,osorno,2020-05-25,0.022769697808517692
10302,puerto octay,2020-05-25,0
10303,purranque,2020-05-25,0.11901592652871426
10305,rio negro,2020-05-25,0.05357142857142857
10306,san juan de la costa,2020-05-25,0
10307,san pablo,2020-05-25,0.023809523809523805
10401,chaiten,2020-05-25,0
10403,hualaihue,2020-05-25,0
11101,coyhaique,2020-05-25,0.048600467855126235
11201,aisen,2020-05-25,0.009523809523809521
12101,punta arenas,2020-05-25,0.12265254484855938
12401,natales,2020-05-25,0.013013302486986702
13101,santiago,2020-05-25,0.5537594770844331
13102,cerrillos,2020-05-25,0.550486566146606
13103,cerro navia,2020-05-25,0.6215278148643696
13104,conchali,2020-05-25,0.6127445211011487
13105,el bosque,2020-05-25,0.5063641408834837
13106,estacion central,2020-05-25,0.512159977738582
13107,huechuraba,2020-05-25,0.5994650553522939
13108,independencia,2020-05-25,0.6167425615734796
13109,la cisterna,2020-05-25,0.5095967328723369
13110,la florida,2020-05-25,0.5022900212389312
13111,la granja,2020-05-25,0.5724430169140746
13112,la pintana,2020-05-25,0.6037243652945213
13113,la reina,2020-05-25,0.47593609496867056
13114,las condes,2020-05-25,0.48906817280133036
13115,lo barnechea,2020-05-25,0.46107376759490604
13116,lo espejo,2020-05-25,0.5827533055716735
13117,lo prado,2020-05-25,0.6056111245311938
13118,macul,2020-05-25,0.5236859654601721
13119,maipu,2020-05-25,0.4848859095827281
13120,nunoa,2020-05-25,0.5075834403252747
13121,pedro aguirre cerda,2020-05-25,0.5235100296755834
13122,penalolen,2020-05-25,0.612851502533691
13123,providencia,2020-05-25,0.4504043224211885
13124,pudahuel,2020-05-25,0.6007512770870486
13125,quilicura,2020-05-25,0.5478420914151536
13126,quinta normal,2020-05-25,0.5815838759138721
13127,recoleta,2020-05-25,0.6105785548289183
13128,renca,2020-05-25,0.5869838112724517
13129,san joaquin,2020-05-25,0.5131960438618787
13130,san miguel,2020-05-25,0.5413841188594265
13131,san ramon,2020-05-25,0.5678031097911621
13132,vitacura,2020-05-25,0.458365514037783
13201,puente alto,2020-05-25,0.5189832521058341
13202,pirque,2020-05-25,0.4728818800247372
13203,san jose de maipo,2020-05-25,0.43106601492271546
13301,colina,2020-05-25,0.6083610691246965
13302,lampa,2020-05-25,0.5129390976807774
13303,tiltil,2020-05-25,0.4725873264666368
13401,san bernardo,2020-05-25,0.4904505548830698
13402,buin,2020-05-25,0.5561199308593733
13403,calera de tango,2020-05-25,0.4512790271304203
13404,paine,2020-05-25,0.4902966491636443
13501,melipilla,2020-05-25,0.4691177471056719
13502,alhue,2020-05-25,0.06802721088435375
13503,curacavi,2020-05-25,0.3993797519007603
13504,maria pinto,2020-05-25,0.3443350300493157
13505,san pedro,2020-05-25,0.4209183673469388
13601,talagante,2020-05-25,0.4498149661844494
13602,el monte,2020-05-25,0.4508193095381206
13603,isla de maipo,2020-05-25,0.5206994759626339
13604,padre hurtado,2020-05-25,0.5584392736800856
13605,penaflor,2020-05-25,0.5385656616977088
14101,valdivia,2020-05-25,0.01838069910825329
14102,corral,2020-05-25,0.07142857142857142
14103,lanco,2020-05-25,0
14104,los lagos,2020-05-25,0.17121212121212118
14105,mafil,2020-05-25,0.07142857142857142
14106,mariquina,2020-05-25,0.028571428571428564
14107,paillaco,2020-05-25,0.16702470461868962
14108,panguipulli,2020-05-25,0.03214285714285714
14201,la union,2020-05-25,0.006802721088435382
14202,futrono,2020-05-25,0.22925487211201498
14203,lago ranco,2020-05-25,0
14204,rio bueno,2020-05-25,0.053968253968253964
15101,arica,2020-05-25,0.14446780924135233
16101,chillan,2020-05-25,0.09519834948243522
16102,bulnes,2020-05-25,0.16341994939350396
16103,chillan viejo,2020-05-25,0.24357785072070787
16104,el carmen,2020-05-25,0.21587301587301586
16105,pemuco,2020-05-25,0
16106,pinto,2020-05-25,0.04761904761904762
16107,quillon,2020-05-25,0.05993912716601794
16108,san ignacio,2020-05-25,0.1076530612244898
16109,yungay,2020-05-25,0.023809523809523805
16201,quirihue,2020-05-25,0
16202,cobquecura,2020-05-25,0
16203,coelemu,2020-05-25,0.11134453781512606
16204,ninhue,2020-05-25,0.03571428571428571
16205,portezuelo,2020-05-25,0.12301587301587302
16301,san carlos,2020-05-25,0.0534013605442177
16302,coihueco,2020-05-25,0.11020408163265305
16303,niquen,2020-05-25,0.33333333333333337
16304,san fabian,2020-05-25,0
16305,san nicolas,2020-05-25,0.11904761904761904
01101,iquique,2020-05-26,0.3915095407093571
01107,alto hospicio,2020-05-26,0.4619106625347591
01401,pozo almonte,2020-05-26,0.42846320346320343
01404,huara,2020-05-26,0.23015873015873017
01405,pica,2020-05-26,0.2357142857142857
02101,antofagasta,2020-05-26,0.22661243234213194
02102,mejillones,2020-05-26,0.2602564102564103
02103,sierra gorda,2020-05-26,0.06031746031746031
02104,taltal,2020-05-26,0.06463088667961465
02201,calama,2020-05-26,0.34621029995009334
02203,san pedro de atacama,2020-05-26,0.08730158730158731
02302,maria elena,2020-05-26,0.4231292517006803
03101,copiapo,2020-05-26,0.05538002714677754
03102,caldera,2020-05-26,0.03571428571428571
03103,tierra amarilla,2020-05-26,0.08333333333333334
03201,chanaral,2020-05-26,0
03202,diego de almagro,2020-05-26,0.15873015873015875
03301,vallenar,2020-05-26,0.05969030969030969
03302,alto del carmen,2020-05-26,0
03304,huasco,2020-05-26,0
04101,la serena,2020-05-26,0.17106378664776564
04102,coquimbo,2020-05-26,0.15260145895500746
04103,andacollo,2020-05-26,0.028571428571428564
04105,paiguano,2020-05-26,0.07142857142857142
04106,vicuna,2020-05-26,0.08928571428571429
04201,illapel,2020-05-26,0.12755102040816327
04203,los vilos,2020-05-26,0.11904761904761905
04204,salamanca,2020-05-26,0.14625850340136054
04301,ovalle,2020-05-26,0.19405730033949062
04302,combarbala,2020-05-26,0.17857142857142858
04303,monte patria,2020-05-26,0.4075963718820862
04304,punitaqui,2020-05-26,0.09285714285714286
04305,rio hurtado,2020-05-26,0.14285714285714285
05101,valparaiso,2020-05-26,0.24847611307310255
05102,casablanca,2020-05-26,0.12299783549783548
05103,con con,2020-05-26,0.2761904761904762
05105,puchuncavi,2020-05-26,0.39285714285714285
05107,quintero,2020-05-26,0.5457264957264957
05109,vina del mar,2020-05-26,0.30761157540313006
05201,isla de pascua,2020-05-26,0
05301,los andes,2020-05-26,0.2182036270927259
05302,calle larga,2020-05-26,0.20969387755102042
05303,rinconada,2020-05-26,0.1575324675324675
05304,san esteban,2020-05-26,0.052976190476190475
05401,la ligua,2020-05-26,0.37528344671201813
05402,cabildo,2020-05-26,0.25357142857142856
05403,papudo,2020-05-26,0.21428571428571427
05404,petorca,2020-05-26,0.20238095238095236
05405,zapallar,2020-05-26,0
05501,quillota,2020-05-26,0.2426563310799764
05502,calera,2020-05-26,0.15778576876975045
05503,hijuelas,2020-05-26,0.2981292517006803
05504,la cruz,2020-05-26,0.12857142857142856
05506,nogales,2020-05-26,0.14718614718614717
05601,san antonio,2020-05-26,0.3165292591269702
05602,algarrobo,2020-05-26,0.19334975369458127
05603,cartagena,2020-05-26,0.3016079158936302
05604,el quisco,2020-05-26,0.18674067867616254
05605,el tabo,2020-05-26,0.2355376766091052
05606,santo domingo,2020-05-26,0.29816849816849816
05701,san felipe,2020-05-26,0.14688046215418418
05702,catemu,2020-05-26,0.1162280701754386
05703,llaillay,2020-05-26,0.22057223405703302
05704,panquehue,2020-05-26,0.15178571428571427
05705,putaendo,2020-05-26,0.12195423623995053
05706,santa maria,2020-05-26,0.06868131868131867
05801,quilpue,2020-05-26,0.22110532180077241
05802,limache,2020-05-26,0.1633594346829641
05803,olmue,2020-05-26,0.29047619047619044
05804,villa alemana,2020-05-26,0.23318172918967367
06101,rancagua,2020-05-26,0.2678530318072738
06102,codegua,2020-05-26,0.21428571428571427
06103,coinco,2020-05-26,0.2857142857142857
06104,coltauco,2020-05-26,0.0974025974025974
06105,donihue,2020-05-26,0.2773809523809524
06106,graneros,2020-05-26,0.20582010582010582
06107,las cabras,2020-05-26,0.16666666666666669
06108,machali,2020-05-26,0.13623479694908266
06109,malloa,2020-05-26,0.10714285714285714
06110,mostazal,2020-05-26,0.3291486291486292
06111,olivar,2020-05-26,0.1974025974025974
06112,peumo,2020-05-26,0.1476190476190476
06113,pichidegua,2020-05-26,0.06495726495726495
06114,quinta de tilcoco,2020-05-26,0.04761904761904762
06115,rengo,2020-05-26,0.20190285904571617
06116,requinoa,2020-05-26,0.212987012987013
06117,san vicente,2020-05-26,0.1137218045112782
06201,pichilemu,2020-05-26,0.21935683364254796
06204,marchihue,2020-05-26,0.14285714285714285
06205,navidad,2020-05-26,0.13945578231292519
06206,paredones,2020-05-26,0.10714285714285714
06301,san fernando,2020-05-26,0.5196969696969697
06302,chepica,2020-05-26,0.10629251700680273
06303,chimbarongo,2020-05-26,0.3656462585034013
06304,lolol,2020-05-26,0.16666666666666669
06305,nancagua,2020-05-26,0.1904761904761905
06307,peralillo,2020-05-26,0.13296703296703297
06308,placilla,2020-05-26,0.15306122448979592
06309,pumanque,2020-05-26,NA
06310,santa cruz,2020-05-26,0.12680672268907564
07101,talca,2020-05-26,0.10445334168274327
07102,constitucion,2020-05-26,0.09999999999999999
07104,empedrado,2020-05-26,0
07105,maule,2020-05-26,0.10338900016239917
07106,pelarco,2020-05-26,0.1547619047619048
07107,pencahue,2020-05-26,0.21201814058956917
07108,rio claro,2020-05-26,0.07142857142857142
07109,san clemente,2020-05-26,0.09826575074474235
07110,san rafael,2020-05-26,0.14199546485260772
07201,cauquenes,2020-05-26,0.18995906054729583
07202,chanco,2020-05-26,0
07203,pelluhue,2020-05-26,0
07301,curico,2020-05-26,0.19169363169445547
07302,hualane,2020-05-26,0.2992063492063492
07304,molina,2020-05-26,0.16791049753234627
07305,rauco,2020-05-26,0.14285714285714285
07306,romeral,2020-05-26,0.2654234107436078
07307,sagrada familia,2020-05-26,0.10714285714285714
07308,teno,2020-05-26,0.07675736961451249
07401,linares,2020-05-26,0.14642904442517077
07403,longavi,2020-05-26,0.30238095238095236
07404,parral,2020-05-26,0.32046846879739727
07405,retiro,2020-05-26,0.35454822954822957
07406,san javier,2020-05-26,0.13251503499950706
07407,villa alegre,2020-05-26,0.05357142857142857
07408,yerbas buenas,2020-05-26,0.22496392496392498
08101,concepcion,2020-05-26,0.09047544804146525
08102,coronel,2020-05-26,0.10540761544883026
08103,chiguayante,2020-05-26,0.055845394857341094
08104,florida,2020-05-26,0.03968253968253969
08105,hualqui,2020-05-26,0.1360644257703081
08106,lota,2020-05-26,0.07626133786848074
08107,penco,2020-05-26,0.07861668059036482
08108,san pedro de la paz,2020-05-26,0.1523120456732208
08109,santa juana,2020-05-26,0
08110,talcahuano,2020-05-26,0.0746858488317004
08111,tome,2020-05-26,0.06955729536141012
08112,hualpen,2020-05-26,0.09856558007818514
08201,lebu,2020-05-26,0.023809523809523805
08202,arauco,2020-05-26,0.13701309583662524
08203,canete,2020-05-26,0.07841031149301826
08205,curanilahue,2020-05-26,0.01587301587301588
08207,tirua,2020-05-26,0.07142857142857142
08301,los angeles,2020-05-26,0.11961231689522266
08302,antuco,2020-05-26,0.08571428571428572
08303,cabrero,2020-05-26,0.13203463203463203
08304,laja,2020-05-26,0.07996765139622282
08305,mulchen,2020-05-26,0.02116402116402118
08306,nacimiento,2020-05-26,0.08670634920634922
08307,negrete,2020-05-26,0.17857142857142858
08308,quilaco,2020-05-26,0
08309,quilleco,2020-05-26,0
08310,san rosendo,2020-05-26,0.05714285714285713
08311,santa barbara,2020-05-26,0.14464285714285713
08312,tucapel,2020-05-26,0.07653061224489797
08313,yumbel,2020-05-26,0.21785714285714283
08314,alto biobio,2020-05-26,0.4014652014652014
09101,temuco,2020-05-26,0.03784702375045853
09102,carahue,2020-05-26,0.17255363683935113
09103,cunco,2020-05-26,0.10179661608233037
09105,freire,2020-05-26,0.2648918262957357
09106,galvarino,2020-05-26,0.10714285714285714
09107,gorbea,2020-05-26,0.040816326530612256
09108,lautaro,2020-05-26,0.07831805185842454
09109,loncoche,2020-05-26,0.1671668667466987
09110,melipeuco,2020-05-26,0.15306122448979592
09111,nueva imperial,2020-05-26,0.009523809523809521
09112,padre las casas,2020-05-26,0.05520340289688365
09113,perquenco,2020-05-26,0
09114,pitrufquen,2020-05-26,0.12871588897424763
09115,pucon,2020-05-26,0.11904761904761905
09116,saavedra,2020-05-26,0.11785714285714285
09118,tolten,2020-05-26,0.13605442176870747
09119,vilcun,2020-05-26,0.2948361162646877
09120,villarrica,2020-05-26,0.025258799171842643
09121,cholchol,2020-05-26,0
09201,angol,2020-05-26,0.22086489768321121
09202,collipulli,2020-05-26,0.10650762281197064
09203,curacautin,2020-05-26,0
09205,lonquimay,2020-05-26,0.10714285714285716
09206,los sauces,2020-05-26,0
09208,puren,2020-05-26,0.07142857142857142
09209,renaico,2020-05-26,0.1727891156462585
09210,traiguen,2020-05-26,0.012987012987012991
09211,victoria,2020-05-26,0.14035870758559835
10101,puerto montt,2020-05-26,0.05440457058983063
10102,calbuco,2020-05-26,0
10104,fresia,2020-05-26,0
10105,frutillar,2020-05-26,0.03388278388278387
10106,los muermos,2020-05-26,0
10107,llanquihue,2020-05-26,0
10108,maullin,2020-05-26,0.014285714285714282
10109,puerto varas,2020-05-26,0.03831345125462772
10201,castro,2020-05-26,0
10202,ancud,2020-05-26,0
10204,curaco de velez,2020-05-26,0
10205,dalcahue,2020-05-26,0.12063492063492064
10207,queilen,2020-05-26,0
10208,quellon,2020-05-26,0
10209,quemchi,2020-05-26,0.07196969696969698
10210,quinchao,2020-05-26,0
10301,osorno,2020-05-26,0.026076576115395995
10302,puerto octay,2020-05-26,0
10303,purranque,2020-05-26,0.16552755443569098
10304,puyehue,2020-05-26,0.07142857142857142
10305,rio negro,2020-05-26,0.05357142857142857
10306,san juan de la costa,2020-05-26,0
10307,san pablo,2020-05-26,0.023809523809523805
10402,futaleufu,2020-05-26,0.14285714285714285
11101,coyhaique,2020-05-26,0.048600467855126235
11201,aisen,2020-05-26,0.038095238095238085
11202,cisnes,2020-05-26,0
11401,chile chico,2020-05-26,0
12101,punta arenas,2020-05-26,0.10680531479849806
12201,cabo de hornos,2020-05-26,0.09999999999999999
12301,porvenir,2020-05-26,1.586032892321652e-17
12401,natales,2020-05-26,0.013013302486986702
13101,santiago,2020-05-26,0.5500281338008511
13102,cerrillos,2020-05-26,0.5675734008804995
13103,cerro navia,2020-05-26,0.6286888678790197
13104,conchali,2020-05-26,0.6124375163961231
13105,el bosque,2020-05-26,0.5053264376666037
13106,estacion central,2020-05-26,0.5172984052025908
13107,huechuraba,2020-05-26,0.6000953074531343
13108,independencia,2020-05-26,0.6316525442946211
13109,la cisterna,2020-05-26,0.5149136156793783
13110,la florida,2020-05-26,0.5070467506424424
13111,la granja,2020-05-26,0.5689711107027333
13112,la pintana,2020-05-26,0.6044148740561655
13113,la reina,2020-05-26,0.4974225032971842
13114,las condes,2020-05-26,0.49644168006133665
13115,lo barnechea,2020-05-26,0.447928834936366
13116,lo espejo,2020-05-26,0.5765502164332826
13117,lo prado,2020-05-26,0.6082396377101656
13118,macul,2020-05-26,0.5469942361368638
13119,maipu,2020-05-26,0.47968778820203406
13120,nunoa,2020-05-26,0.5111103521962904
13121,pedro aguirre cerda,2020-05-26,0.5348659233844182
13122,penalolen,2020-05-26,0.62138302175749
13123,providencia,2020-05-26,0.46760604181862486
13124,pudahuel,2020-05-26,0.5975270707378423
13125,quilicura,2020-05-26,0.5472202008678899
13126,quinta normal,2020-05-26,0.5819103059613322
13127,recoleta,2020-05-26,0.6094726011367577
13128,renca,2020-05-26,0.5801400392808965
13129,san joaquin,2020-05-26,0.5201770508428857
13130,san miguel,2020-05-26,0.5292629067382143
13131,san ramon,2020-05-26,0.5696832508017378
13132,vitacura,2020-05-26,0.46958798721677786
13201,puente alto,2020-05-26,0.5285101991798443
13202,pirque,2020-05-26,0.4801989531954689
13203,san jose de maipo,2020-05-26,0.4206218372516471
13301,colina,2020-05-26,0.620469694070815
13302,lampa,2020-05-26,0.4987995269124483
13303,tiltil,2020-05-26,0.502807106686417
13401,san bernardo,2020-05-26,0.4909315932824829
13402,buin,2020-05-26,0.5498886247776185
13403,calera de tango,2020-05-26,0.47383541810786395
13404,paine,2020-05-26,0.5008206079634652
13501,melipilla,2020-05-26,0.4651961784782209
13502,alhue,2020-05-26,0.163265306122449
13503,curacavi,2020-05-26,0.4182969078042175
13504,maria pinto,2020-05-26,0.38401756973185547
13505,san pedro,2020-05-26,0.4209183673469388
13601,talagante,2020-05-26,0.49220878857827177
13602,el monte,2020-05-26,0.3778304694259928
13603,isla de maipo,2020-05-26,0.5271929824561404
13604,padre hurtado,2020-05-26,0.5598637751045871
13605,penaflor,2020-05-26,0.5227003887592652
14101,valdivia,2020-05-26,0.024591879232476885
14102,corral,2020-05-26,0.07142857142857142
14103,lanco,2020-05-26,0
14104,los lagos,2020-05-26,0.21516816516816517
14105,mafil,2020-05-26,0.07142857142857142
14106,mariquina,2020-05-26,0.028571428571428564
14107,paillaco,2020-05-26,0.14661654135338348
14108,panguipulli,2020-05-26,0.05255102040816327
14201,la union,2020-05-26,0.006802721088435382
14202,futrono,2020-05-26,0.17081331367045655
14203,lago ranco,2020-05-26,0
14204,rio bueno,2020-05-26,0.038095238095238085
15101,arica,2020-05-26,0.1408837309819494
15201,putre,2020-05-26,NA
16101,chillan,2020-05-26,0.14327065791308632
16102,bulnes,2020-05-26,0.2557937410154159
16106,pinto,2020-05-26,0
16109,yungay,2020-05-26,0.09523809523809523
16203,coelemu,2020-05-26,0.12721755368814194
16206,ranquil,2020-05-26,0
16301,san carlos,2020-05-26,0.17244897959183675
01101,iquique,2020-05-27,0.3919212403691771
01107,alto hospicio,2020-05-27,0.483010905910798
01401,pozo almonte,2020-05-27,0.4559357309357309
01402,camina,2020-05-27,0
01404,huara,2020-05-27,0.3373015873015873
01405,pica,2020-05-27,0.330952380952381
02101,antofagasta,2020-05-27,0.21826148096792478
02102,mejillones,2020-05-27,0.21263736263736263
02103,sierra gorda,2020-05-27,0.15555555555555559
02104,taltal,2020-05-27,0.06780548985421783
02201,calama,2020-05-27,0.3191559383824574
02301,tocopilla,2020-05-27,0.10952380952380951
02302,maria elena,2020-05-27,0.3517006802721089
03101,copiapo,2020-05-27,0.054980736995934594
03102,caldera,2020-05-27,0.05357142857142857
03103,tierra amarilla,2020-05-27,0.08333333333333334
03201,chanaral,2020-05-27,0
03202,diego de almagro,2020-05-27,0.08730158730158731
03301,vallenar,2020-05-27,0.05399672790977138
03302,alto del carmen,2020-05-27,0
03303,freirina,2020-05-27,0
03304,huasco,2020-05-27,0
04101,la serena,2020-05-27,0.16511140569538468
04102,coquimbo,2020-05-27,0.1958841337270439
04103,andacollo,2020-05-27,0.08214285714285714
